State,Year,Month,avgtemp(F)
Texas,2015,10,69.2
Texas,2015,11,57.3
Texas,2015,12,51.5
Utah,2000,1,31.9
Utah,2000,2,36
Utah,2000,3,38.8
Utah,2000,4,51
Utah,2000,5,59.3
Utah,2000,6,67.3
Utah,2000,7,74.1
Utah,2000,8,73
Utah,2000,9,62
Utah,2000,10,49.1
Utah,2000,11,29.8
Utah,2000,12,30.4
Utah,2001,1,26.3
Utah,2001,2,31.7
Utah,2001,3,41.4
Utah,2001,4,47
Utah,2001,5,59.3
Utah,2001,6,67.1
Utah,2001,7,72.9
Utah,2001,8,72.4
Utah,2001,9,65.2
Utah,2001,10,52.2
Utah,2001,11,39.3
Utah,2001,12,25
Utah,2002,1,26.1
Utah,2002,2,29
Utah,2002,3,36.1
Utah,2002,4,49.7
Utah,2002,5,56.3
Utah,2002,6,68.7
Utah,2002,7,76.2
Utah,2002,8,70.7
Utah,2002,9,61.1
Utah,2002,10,47
Utah,2002,11,35.9
Utah,2002,12,29.3
Utah,2003,1,35.2
Utah,2003,2,31
Utah,2003,3,40.3
Utah,2003,4,45.8
Utah,2003,5,57.4
Utah,2003,6,66
Utah,2003,7,77.2
Utah,2003,8,72.7
Utah,2003,9,62.2
Utah,2003,10,55
Utah,2003,11,34.1
Utah,2003,12,30.3
Utah,2004,1,24.2
Utah,2004,2,27.8
Utah,2004,3,45.6
Utah,2004,4,48
Utah,2004,5,57
Utah,2004,6,66.1
Utah,2004,7,72.2
Utah,2004,8,68.6
Utah,2004,9,60.2
Utah,2004,10,48.9
Utah,2004,11,35.7
Utah,2004,12,30.1
Utah,2005,1,32.6
Utah,2005,2,33.5
Utah,2005,3,39
Utah,2005,4,45.9
Utah,2005,5,56
Utah,2005,6,61.8
Utah,2005,7,74.8
Utah,2005,8,69
Utah,2005,9,60.8
Utah,2005,10,50.4
Utah,2005,11,39
Utah,2005,12,29.2
Utah,2006,1,29.9
Utah,2006,2,31.5
Utah,2006,3,36.3
Utah,2006,4,48.4
Utah,2006,5,58.9
Utah,2006,6,68.8
Utah,2006,7,75
Utah,2006,8,69.7
Utah,2006,9,58.1
Utah,2006,10,47.3
Utah,2006,11,38.2
Utah,2006,12,27.9
Utah,2007,1,22.4
Utah,2007,2,34.3
Utah,2007,3,43.1
Utah,2007,4,48.3
Utah,2007,5,57.7
Utah,2007,6,68.2
Utah,2007,7,76.2
Utah,2007,8,72.8
Utah,2007,9,61.7
Utah,2007,10,48.9
Utah,2007,11,40.6
Utah,2007,12,24.6
Utah,2008,1,22.8
Utah,2008,2,30.5
Utah,2008,3,37.2
Utah,2008,4,43.1
Utah,2008,5,52.8
Utah,2008,6,65
Utah,2008,7,74.1
Utah,2008,8,71.7
Utah,2008,9,61.9
Utah,2008,10,50.4
Utah,2008,11,40.9
Utah,2008,12,27
Utah,2009,1,29.5
Utah,2009,2,33.1
Utah,2009,3,39.3
Utah,2009,4,45.3
Utah,2009,5,58.7
Utah,2009,6,62
Utah,2009,7,73.2
Utah,2009,8,69.7
Utah,2009,9,64.3
Utah,2009,10,45.7
Utah,2009,11,39
Utah,2009,12,21.6
Utah,2010,1,27
Utah,2010,2,29.9
Utah,2010,3,38
Utah,2010,4,44.7
Utah,2010,5,50.2
Utah,2010,6,65.4
Utah,2010,7,73.1
Utah,2010,8,69.3
Utah,2010,9,63.8
Utah,2010,10,51.1
Utah,2010,11,34.8
Utah,2010,12,32.5
Utah,2011,1,25.4
Utah,2011,2,28.6
Utah,2011,3,39.4
Utah,2011,4,43.5
Utah,2011,5,50.8
Utah,2011,6,63.3
Utah,2011,7,71.8
Utah,2011,8,72.5
Utah,2011,9,63.2
Utah,2011,10,50.1
Utah,2011,11,36.1
Utah,2011,12,26.8
Utah,2012,1,31
Utah,2012,2,31.7
Utah,2012,3,42.6
Utah,2012,4,49.6
Utah,2012,5,58
Utah,2012,6,68.7
Utah,2012,7,73.2
Utah,2012,8,73
Utah,2012,9,63.6
Utah,2012,10,50.9
Utah,2012,11,41.2
Utah,2012,12,27.8
Utah,2013,1,19.7
Utah,2013,2,27.6
Utah,2013,3,41.1
Utah,2013,4,45
Utah,2013,5,56
Utah,2013,6,69.2
Utah,2013,7,74.6
Utah,2013,8,71
Utah,2013,9,61.4
Utah,2013,10,46.4
Utah,2013,11,38
Utah,2013,12,23.1
Utah,2014,1,30.4
Utah,2014,2,35.7
Utah,2014,3,41
Utah,2014,4,46.7
Utah,2014,5,56.5
Utah,2014,6,66
Utah,2014,7,74.6
Utah,2014,8,67.7
Utah,2014,9,64.2
Utah,2014,10,53.1
Utah,2014,11,37.7
Utah,2014,12,31.7
Utah,2015,1,32.1
Utah,2015,2,38.9
Utah,2015,3,44.9
Utah,2015,4,47.1
Utah,2015,5,53.8
Utah,2015,6,70
Utah,2015,7,70.1
Utah,2015,8,71
Utah,2015,9,65.5
Utah,2015,10,54.3
Utah,2015,11,34.5
Utah,2015,12,26.6
Vermont,2000,1,15
Vermont,2000,2,20.8
Vermont,2000,3,34.1
Vermont,2000,4,39.8
Vermont,2000,5,52.9
Vermont,2000,6,60.4
Vermont,2000,7,63.1
Vermont,2000,8,63.3
Vermont,2000,9,55.5
Vermont,2000,10,45.6
Vermont,2000,11,34.8
Vermont,2000,12,16.5
Vermont,2001,1,17.8
Vermont,2001,2,19.5
Vermont,2001,3,25.3
Vermont,2001,4,39.9
Vermont,2001,5,54.8
Vermont,2001,6,63.2
Vermont,2001,7,63.6
Vermont,2001,8,67.9
Vermont,2001,9,57.4
Vermont,2001,10,47.8
Vermont,2001,11,38.5
Vermont,2001,12,29.8
Vermont,2002,1,25.3
Vermont,2002,2,24
Vermont,2002,3,29.7
Vermont,2002,4,43.4
Vermont,2002,5,49.4
Vermont,2002,6,60.6
Vermont,2002,7,66.5
Vermont,2002,8,66.8
Vermont,2002,9,60.4
Vermont,2002,10,42.9
Vermont,2002,11,32.3
Vermont,2002,12,21.6
Vermont,2003,1,9.5
Vermont,2003,2,14.3
Vermont,2003,3,27.8
Vermont,2003,4,38.1
Vermont,2003,5,51.9
Vermont,2003,6,61.7
Vermont,2003,7,66.5
Vermont,2003,8,67.3
Vermont,2003,9,58.4
Vermont,2003,10,44.1
Vermont,2003,11,36.5
Vermont,2003,12,21.8
Vermont,2004,1,7.2
Vermont,2004,2,17.5
Vermont,2004,3,31.6
Vermont,2004,4,41.4
Vermont,2004,5,54.9
Vermont,2004,6,59.4
Vermont,2004,7,65.7
Vermont,2004,8,64.5
Vermont,2004,9,58.3
Vermont,2004,10,45.5
Vermont,2004,11,34.8
Vermont,2004,12,21.4
Vermont,2005,1,13.9
Vermont,2005,2,21.1
Vermont,2005,3,25.1
Vermont,2005,4,43.4
Vermont,2005,5,48.7
Vermont,2005,6,66.5
Vermont,2005,7,68.6
Vermont,2005,8,67
Vermont,2005,9,60.6
Vermont,2005,10,47.8
Vermont,2005,11,37
Vermont,2005,12,21.3
Vermont,2006,1,26
Vermont,2006,2,21.3
Vermont,2006,3,28.9
Vermont,2006,4,43
Vermont,2006,5,54.2
Vermont,2006,6,62.9
Vermont,2006,7,69.2
Vermont,2006,8,63.4
Vermont,2006,9,56.4
Vermont,2006,10,44.4
Vermont,2006,11,40.5
Vermont,2006,12,30.5
Vermont,2007,1,19.5
Vermont,2007,2,12.8
Vermont,2007,3,25.8
Vermont,2007,4,38.7
Vermont,2007,5,53.3
Vermont,2007,6,62.9
Vermont,2007,7,64.6
Vermont,2007,8,64.6
Vermont,2007,9,58.8
Vermont,2007,10,51.1
Vermont,2007,11,32.5
Vermont,2007,12,21.5
Vermont,2008,1,21.5
Vermont,2008,2,20.5
Vermont,2008,3,25.8
Vermont,2008,4,44.8
Vermont,2008,5,50
Vermont,2008,6,63.7
Vermont,2008,7,67
Vermont,2008,8,63.1
Vermont,2008,9,58.5
Vermont,2008,10,44.1
Vermont,2008,11,34.7
Vermont,2008,12,22.9
Vermont,2009,1,10.9
Vermont,2009,2,20.6
Vermont,2009,3,29.6
Vermont,2009,4,43.3
Vermont,2009,5,52.5
Vermont,2009,6,60.3
Vermont,2009,7,64
Vermont,2009,8,66.2
Vermont,2009,9,55.8
Vermont,2009,10,42.9
Vermont,2009,11,39.4
Vermont,2009,12,21.9
Vermont,2010,1,20.1
Vermont,2010,2,23.5
Vermont,2010,3,35.9
Vermont,2010,4,46.2
Vermont,2010,5,56.1
Vermont,2010,6,61.8
Vermont,2010,7,69.4
Vermont,2010,8,65.4
Vermont,2010,9,59.2
Vermont,2010,10,45.3
Vermont,2010,11,35
Vermont,2010,12,20.8
Vermont,2011,1,15.7
Vermont,2011,2,17.6
Vermont,2011,3,27.5
Vermont,2011,4,41.7
Vermont,2011,5,56.2
Vermont,2011,6,62
Vermont,2011,7,68.5
Vermont,2011,8,65.8
Vermont,2011,9,60.8
Vermont,2011,10,47.7
Vermont,2011,11,40.2
Vermont,2011,12,27.9
Vermont,2012,1,21.4
Vermont,2012,2,25.6
Vermont,2012,3,38.7
Vermont,2012,4,42.7
Vermont,2012,5,57.5
Vermont,2012,6,62.2
Vermont,2012,7,68
Vermont,2012,8,67.1
Vermont,2012,9,57.2
Vermont,2012,10,49.3
Vermont,2012,11,33.1
Vermont,2012,12,27.4
Vermont,2013,1,18.6
Vermont,2013,2,21.5
Vermont,2013,3,29.5
Vermont,2013,4,40.8
Vermont,2013,5,55.1
Vermont,2013,6,62
Vermont,2013,7,69.7
Vermont,2013,8,64.1
Vermont,2013,9,56.5
Vermont,2013,10,47.8
Vermont,2013,11,31.8
Vermont,2013,12,21.4
Vermont,2014,1,14.6
Vermont,2014,2,16.6
Vermont,2014,3,18.6
Vermont,2014,4,40.5
Vermont,2014,5,53.6
Vermont,2014,6,62.6
Vermont,2014,7,66.5
Vermont,2014,8,63.3
Vermont,2014,9,57.5
Vermont,2014,10,49.3
Vermont,2014,11,33.3
Vermont,2014,12,27
Vermont,2015,1,12.2
Vermont,2015,2,5.3
Vermont,2015,3,22.3
Vermont,2015,4,39.5
Vermont,2015,5,58.6
Vermont,2015,6,59.9
Vermont,2015,7,66.2
Vermont,2015,8,66.6
Vermont,2015,9,62.4
Vermont,2015,10,44.3
Vermont,2015,11,39.2
Vermont,2015,12,35.1
Virginia,2000,1,34
Virginia,2000,2,41.5
Virginia,2000,3,49.6
Virginia,2000,4,53.9
Virginia,2000,5,65.7
Virginia,2000,6,72.6
Virginia,2000,7,72.3
Virginia,2000,8,72.4
Virginia,2000,9,65.7
Virginia,2000,10,57.5
Virginia,2000,11,43.6
Virginia,2000,12,30.1
Virginia,2001,1,34.3
Virginia,2001,2,41.2
Virginia,2001,3,42
Virginia,2001,4,56.6
Virginia,2001,5,63
Virginia,2001,6,71.5
Virginia,2001,7,71.9
Virginia,2001,8,75
Virginia,2001,9,64.9
Virginia,2001,10,55.2
Virginia,2001,11,51.2
Virginia,2001,12,43.4
Virginia,2002,1,39.3
Virginia,2002,2,40.5
Virginia,2002,3,46.3
Virginia,2002,4,57.7
Virginia,2002,5,62
Virginia,2002,6,72.9
Virginia,2002,7,76.6
Virginia,2002,8,75.8
Virginia,2002,9,69.4
Virginia,2002,10,57.5
Virginia,2002,11,44.9
Virginia,2002,12,36
Virginia,2003,1,31.1
Virginia,2003,2,34.8
Virginia,2003,3,48
Virginia,2003,4,54.7
Virginia,2003,5,61.7
Virginia,2003,6,68.9
Virginia,2003,7,74.5
Virginia,2003,8,75.5
Virginia,2003,9,66.7
Virginia,2003,10,55.2
Virginia,2003,11,51.5
Virginia,2003,12,36.8
Virginia,2004,1,32.1
Virginia,2004,2,36.3
Virginia,2004,3,47.8
Virginia,2004,4,55.4
Virginia,2004,5,68.9
Virginia,2004,6,70.8
Virginia,2004,7,74.6
Virginia,2004,8,71.8
Virginia,2004,9,67.8
Virginia,2004,10,57.3
Virginia,2004,11,49.5
Virginia,2004,12,38.3
Virginia,2005,1,37.7
Virginia,2005,2,39.4
Virginia,2005,3,41.9
Virginia,2005,4,55
Virginia,2005,5,59.8
Virginia,2005,6,71.8
Virginia,2005,7,77.1
Virginia,2005,8,76.3
Virginia,2005,9,70.4
Virginia,2005,10,58.2
Virginia,2005,11,48.7
Virginia,2005,12,35.1
Virginia,2006,1,42.4
Virginia,2006,2,37.4
Virginia,2006,3,46.1
Virginia,2006,4,58
Virginia,2006,5,61.1
Virginia,2006,6,70.7
Virginia,2006,7,75.9
Virginia,2006,8,76.5
Virginia,2006,9,64.8
Virginia,2006,10,54.2
Virginia,2006,11,48.7
Virginia,2006,12,43.1
Virginia,2007,1,39.9
Virginia,2007,2,31.9
Virginia,2007,3,49.2
Virginia,2007,4,53.4
Virginia,2007,5,64.4
Virginia,2007,6,71.9
Virginia,2007,7,73.8
Virginia,2007,8,77.5
Virginia,2007,9,69.4
Virginia,2007,10,62.5
Virginia,2007,11,46.2
Virginia,2007,12,41.5
Virginia,2008,1,36
Virginia,2008,2,40.3
Virginia,2008,3,46.8
Virginia,2008,4,55.9
Virginia,2008,5,61.3
Virginia,2008,6,74
Virginia,2008,7,74.6
Virginia,2008,8,72.3
Virginia,2008,9,68.2
Virginia,2008,10,54.8
Virginia,2008,11,44.1
Virginia,2008,12,40.2
Virginia,2009,1,32.6
Virginia,2009,2,38.9
Virginia,2009,3,45.1
Virginia,2009,4,55.4
Virginia,2009,5,64.1
Virginia,2009,6,71.7
Virginia,2009,7,71.9
Virginia,2009,8,75.2
Virginia,2009,9,66.6
Virginia,2009,10,55.3
Virginia,2009,11,49.5
Virginia,2009,12,35.7
Virginia,2010,1,32.7
Virginia,2010,2,31.9
Virginia,2010,3,47.4
Virginia,2010,4,58.6
Virginia,2010,5,66.2
Virginia,2010,6,76
Virginia,2010,7,77.9
Virginia,2010,8,76.1
Virginia,2010,9,70
Virginia,2010,10,58
Virginia,2010,11,46.3
Virginia,2010,12,30.1
Virginia,2011,1,32.1
Virginia,2011,2,40.9
Virginia,2011,3,46
Virginia,2011,4,58.2
Virginia,2011,5,64.9
Virginia,2011,6,73.4
Virginia,2011,7,77.9
Virginia,2011,8,74.9
Virginia,2011,9,68.2
Virginia,2011,10,55.5
Virginia,2011,11,49.4
Virginia,2011,12,42.5
Virginia,2012,1,38.9
Virginia,2012,2,41.9
Virginia,2012,3,55.2
Virginia,2012,4,55.6
Virginia,2012,5,67.3
Virginia,2012,6,70.2
Virginia,2012,7,78.7
Virginia,2012,8,74
Virginia,2012,9,66.9
Virginia,2012,10,56.4
Virginia,2012,11,42.7
Virginia,2012,12,42.9
Virginia,2013,1,38.5
Virginia,2013,2,36.8
Virginia,2013,3,40.1
Virginia,2013,4,56
Virginia,2013,5,62.5
Virginia,2013,6,72.2
Virginia,2013,7,75.6
Virginia,2013,8,71.8
Virginia,2013,9,66.3
Virginia,2013,10,57.6
Virginia,2013,11,43.7
Virginia,2013,12,40.3
Virginia,2014,1,29.4
Virginia,2014,2,37
Virginia,2014,3,40.7
Virginia,2014,4,55
Virginia,2014,5,65.2
Virginia,2014,6,72.5
Virginia,2014,7,73.4
Virginia,2014,8,71.3
Virginia,2014,9,68.1
Virginia,2014,10,57.9
Virginia,2014,11,42.1
Virginia,2014,12,40.8
Virginia,2015,1,33.8
Virginia,2015,2,28.9
Virginia,2015,3,44.2
Virginia,2015,4,55.9
Virginia,2015,5,67.1
Virginia,2015,6,73.7
Virginia,2015,7,75.3
Virginia,2015,8,73.2
Virginia,2015,9,69.3
Virginia,2015,10,56.3
Virginia,2015,11,51.1
Virginia,2015,12,49.6
Washington,2000,1,30.5
Washington,2000,2,35.2
Washington,2000,3,39.1
Washington,2000,4,47.8
Washington,2000,5,51.1
Washington,2000,6,58.5
Washington,2000,7,63.5
Washington,2000,8,63.4
Washington,2000,9,56.3
Washington,2000,10,46.8
Washington,2000,11,32.6
Washington,2000,12,29.4
Washington,2001,1,31.8
Washington,2001,2,32.1
Washington,2001,3,40.1
Washington,2001,4,43.5
Washington,2001,5,53.1
Washington,2001,6,55.6
Washington,2001,7,63.5
Washington,2001,8,66
Washington,2001,9,59.8
Washington,2001,10,45.7
Washington,2001,11,39.7
Washington,2001,12,31.8
Washington,2002,1,32.9
Washington,2002,2,34.3
Washington,2002,3,35.6
Washington,2002,4,44.7
Washington,2002,5,49.7
Washington,2002,6,59.5
Washington,2002,7,66.1
Washington,2002,8,63.6
Washington,2002,9,57.5
Washington,2002,10,45.5
Washington,2002,11,39.2
Washington,2002,12,34.6
Washington,2003,1,36.1
Washington,2003,2,35.4
Washington,2003,3,41
Washington,2003,4,44.6
Washington,2003,5,51.3
Washington,2003,6,60.9
Washington,2003,7,67.5
Washington,2003,8,65.9
Washington,2003,9,60
Washington,2003,10,50.7
Washington,2003,11,33.3
Washington,2003,12,31.6
Washington,2004,1,29.8
Washington,2004,2,35.1
Washington,2004,3,42.9
Washington,2004,4,48.6
Washington,2004,5,52.4
Washington,2004,6,60.4
Washington,2004,7,67.3
Washington,2004,8,67
Washington,2004,9,56.1
Washington,2004,10,48.5
Washington,2004,11,38.1
Washington,2004,12,34.5
Washington,2005,1,31.5
Washington,2005,2,35.9
Washington,2005,3,42.7
Washington,2005,4,46.3
Washington,2005,5,54.7
Washington,2005,6,57
Washington,2005,7,65.1
Washington,2005,8,65.8
Washington,2005,9,55.7
Washington,2005,10,48.4
Washington,2005,11,35.7
Washington,2005,12,29.4
Washington,2006,1,35.9
Washington,2006,2,32.8
Washington,2006,3,38.8
Washington,2006,4,45.7
Washington,2006,5,53
Washington,2006,6,59.9
Washington,2006,7,67.5
Washington,2006,8,64.2
Washington,2006,9,58.8
Washington,2006,10,47
Washington,2006,11,36.1
Washington,2006,12,30.5
Washington,2007,1,28.6
Washington,2007,2,35.6
Washington,2007,3,41.5
Washington,2007,4,44.9
Washington,2007,5,52.9
Washington,2007,6,57.5
Washington,2007,7,68.1
Washington,2007,8,63.3
Washington,2007,9,56.7
Washington,2007,10,45.6
Washington,2007,11,36.4
Washington,2007,12,30.5
Washington,2008,1,27.4
Washington,2008,2,35.4
Washington,2008,3,37
Washington,2008,4,40.8
Washington,2008,5,53.1
Washington,2008,6,56.2
Washington,2008,7,64.4
Washington,2008,8,64
Washington,2008,9,57.8
Washington,2008,10,46.6
Washington,2008,11,40.2
Washington,2008,12,26.2
Washington,2009,1,30.1
Washington,2009,2,33.1
Washington,2009,3,35.3
Washington,2009,4,44.1
Washington,2009,5,52.3
Washington,2009,6,59.9
Washington,2009,7,67.5
Washington,2009,8,65.4
Washington,2009,9,59.9
Washington,2009,10,44.2
Washington,2009,11,38
Washington,2009,12,26.6
Washington,2010,1,36.3
Washington,2010,2,38.5
Washington,2010,3,40.9
Washington,2010,4,44.6
Washington,2010,5,48.7
Washington,2010,6,55.9
Washington,2010,7,64.2
Washington,2010,8,63.5
Washington,2010,9,57.1
Washington,2010,10,48.6
Washington,2010,11,34.8
Washington,2010,12,31.9
Washington,2011,1,32.1
Washington,2011,2,31.1
Washington,2011,3,38.4
Washington,2011,4,40.2
Washington,2011,5,48.6
Washington,2011,6,55.5
Washington,2011,7,61
Washington,2011,8,64.9
Washington,2011,9,61
Washington,2011,10,47.2
Washington,2011,11,35.3
Washington,2011,12,31
Washington,2012,1,30.7
Washington,2012,2,34.5
Washington,2012,3,37.6
Washington,2012,4,46
Washington,2012,5,50.9
Washington,2012,6,55
Washington,2012,7,65.2
Washington,2012,8,66.2
Washington,2012,9,59.7
Washington,2012,10,47.4
Washington,2012,11,39
Washington,2012,12,32.5
Washington,2013,1,29.1
Washington,2013,2,35.5
Washington,2013,3,40.2
Washington,2013,4,44.7
Washington,2013,5,53.5
Washington,2013,6,58.7
Washington,2013,7,67.2
Washington,2013,8,66.2
Washington,2013,9,59.7
Washington,2013,10,46.1
Washington,2013,11,36.7
Washington,2013,12,28.2
Washington,2014,1,34.1
Washington,2014,2,29.8
Washington,2014,3,40.1
Washington,2014,4,45.8
Washington,2014,5,54.3
Washington,2014,6,58.3
Washington,2014,7,68.6
Washington,2014,8,67.3
Washington,2014,9,59.9
Washington,2014,10,51.9
Washington,2014,11,36.3
Washington,2014,12,34.2
Washington,2015,1,35.1
Washington,2015,2,40.7
Washington,2015,3,44.8
Washington,2015,4,45.7
Washington,2015,5,56
Washington,2015,6,65.5
Washington,2015,7,68.6
Washington,2015,8,66.6
Washington,2015,9,56.2
Washington,2015,10,52.4
Washington,2015,11,36
Washington,2015,12,32.1
West Virginia,2000,1,29.5
West Virginia,2000,2,39
West Virginia,2000,3,46.1
West Virginia,2000,4,51
West Virginia,2000,5,62.9
West Virginia,2000,6,69.8
West Virginia,2000,7,69
West Virginia,2000,8,69.5
West Virginia,2000,9,63.3
West Virginia,2000,10,55.2
West Virginia,2000,11,40.4
West Virginia,2000,12,25.6
West Virginia,2001,1,29.4
West Virginia,2001,2,38
West Virginia,2001,3,37.3
West Virginia,2001,4,54.6
West Virginia,2001,5,61
West Virginia,2001,6,67.8
West Virginia,2001,7,69.4
West Virginia,2001,8,72.5
West Virginia,2001,9,62.2
West Virginia,2001,10,52.3
West Virginia,2001,11,47.9
West Virginia,2001,12,39.9
West Virginia,2002,1,35
West Virginia,2002,2,36.7
West Virginia,2002,3,42.8
West Virginia,2002,4,54.1
West Virginia,2002,5,57.9
West Virginia,2002,6,70
West Virginia,2002,7,73.6
West Virginia,2002,8,72.8
West Virginia,2002,9,67.5
West Virginia,2002,10,54.5
West Virginia,2002,11,41.2
West Virginia,2002,12,32.7
West Virginia,2003,1,25.5
West Virginia,2003,2,30.5
West Virginia,2003,3,45.1
West Virginia,2003,4,53.4
West Virginia,2003,5,59.8
West Virginia,2003,6,65.1
West Virginia,2003,7,71.2
West Virginia,2003,8,72.5
West Virginia,2003,9,63.6
West Virginia,2003,10,51.9
West Virginia,2003,11,47.8
West Virginia,2003,12,32.8
West Virginia,2004,1,27.5
West Virginia,2004,2,32.9
West Virginia,2004,3,44.9
West Virginia,2004,4,52
West Virginia,2004,5,65.9
West Virginia,2004,6,67.6
West Virginia,2004,7,71.1
West Virginia,2004,8,68.8
West Virginia,2004,9,65.6
West Virginia,2004,10,55.2
West Virginia,2004,11,46.9
West Virginia,2004,12,34.5
West Virginia,2005,1,34.5
West Virginia,2005,2,36
West Virginia,2005,3,37.6
West Virginia,2005,4,53.1
West Virginia,2005,5,56.3
West Virginia,2005,6,70.3
West Virginia,2005,7,74.1
West Virginia,2005,8,73.8
West Virginia,2005,9,67.3
West Virginia,2005,10,55.1
West Virginia,2005,11,45
West Virginia,2005,12,30
West Virginia,2006,1,39.4
West Virginia,2006,2,33
West Virginia,2006,3,41.2
West Virginia,2006,4,55.7
West Virginia,2006,5,57.7
West Virginia,2006,6,66.6
West Virginia,2006,7,72.3
West Virginia,2006,8,73.1
West Virginia,2006,9,61.6
West Virginia,2006,10,51
West Virginia,2006,11,45.4
West Virginia,2006,12,39.4
West Virginia,2007,1,35.5
West Virginia,2007,2,24.2
West Virginia,2007,3,46.5
West Virginia,2007,4,49.6
West Virginia,2007,5,62.9
West Virginia,2007,6,69.2
West Virginia,2007,7,69.7
West Virginia,2007,8,75
West Virginia,2007,9,67.2
West Virginia,2007,10,59.5
West Virginia,2007,11,42.9
West Virginia,2007,12,37.4
West Virginia,2008,1,30.8
West Virginia,2008,2,34.6
West Virginia,2008,3,42.1
West Virginia,2008,4,54.4
West Virginia,2008,5,57.1
West Virginia,2008,6,69.7
West Virginia,2008,7,70.6
West Virginia,2008,8,68.7
West Virginia,2008,9,66.5
West Virginia,2008,10,51.8
West Virginia,2008,11,40
West Virginia,2008,12,35.2
West Virginia,2009,1,27.2
West Virginia,2009,2,34
West Virginia,2009,3,44
West Virginia,2009,4,52.3
West Virginia,2009,5,61.2
West Virginia,2009,6,68.4
West Virginia,2009,7,67.8
West Virginia,2009,8,71.3
West Virginia,2009,9,64.3
West Virginia,2009,10,51.3
West Virginia,2009,11,46.9
West Virginia,2009,12,32.3
West Virginia,2010,1,27.7
West Virginia,2010,2,27.2
West Virginia,2010,3,43.4
West Virginia,2010,4,55.6
West Virginia,2010,5,63.4
West Virginia,2010,6,71.9
West Virginia,2010,7,73.8
West Virginia,2010,8,73.3
West Virginia,2010,9,65.6
West Virginia,2010,10,54.2
West Virginia,2010,11,43.2
West Virginia,2010,12,25.3
West Virginia,2011,1,27.1
West Virginia,2011,2,36.8
West Virginia,2011,3,42.6
West Virginia,2011,4,55
West Virginia,2011,5,62
West Virginia,2011,6,69.5
West Virginia,2011,7,74.9
West Virginia,2011,8,71.6
West Virginia,2011,9,65.1
West Virginia,2011,10,52.2
West Virginia,2011,11,46.7
West Virginia,2011,12,38.5
West Virginia,2012,1,34.9
West Virginia,2012,2,37.7
West Virginia,2012,3,52.6
West Virginia,2012,4,51.7
West Virginia,2012,5,65.8
West Virginia,2012,6,67.5
West Virginia,2012,7,75.3
West Virginia,2012,8,70.8
West Virginia,2012,9,63.9
West Virginia,2012,10,52.9
West Virginia,2012,11,39.5
West Virginia,2012,12,39.2
West Virginia,2013,1,33.9
West Virginia,2013,2,32.3
West Virginia,2013,3,36.4
West Virginia,2013,4,52.9
West Virginia,2013,5,60.5
West Virginia,2013,6,69.2
West Virginia,2013,7,72.4
West Virginia,2013,8,69.2
West Virginia,2013,9,63.9
West Virginia,2013,10,54.7
West Virginia,2013,11,39.9
West Virginia,2013,12,36
West Virginia,2014,1,23.5
West Virginia,2014,2,30.9
West Virginia,2014,3,37.1
West Virginia,2014,4,53.1
West Virginia,2014,5,61.7
West Virginia,2014,6,70
West Virginia,2014,7,69.6
West Virginia,2014,8,69.1
West Virginia,2014,9,64.8
West Virginia,2014,10,53.9
West Virginia,2014,11,37.9
West Virginia,2014,12,37.9
West Virginia,2015,1,28.8
West Virginia,2015,2,22.9
West Virginia,2015,3,40
West Virginia,2015,4,53.1
West Virginia,2015,5,64.7
West Virginia,2015,6,70.5
West Virginia,2015,7,72.1
West Virginia,2015,8,69.9
West Virginia,2015,9,67.1
West Virginia,2015,10,54
West Virginia,2015,11,48.3
West Virginia,2015,12,46.3
Wisconsin,2000,1,15.1
Wisconsin,2000,2,25.3
Wisconsin,2000,3,38.4
Wisconsin,2000,4,42.9
Wisconsin,2000,5,57.1
Wisconsin,2000,6,62.8
Wisconsin,2000,7,67.6
Wisconsin,2000,8,67.6
Wisconsin,2000,9,58.1
Wisconsin,2000,10,50.5
Wisconsin,2000,11,32.4
Wisconsin,2000,12,8.6
Wisconsin,2001,1,19.1
Wisconsin,2001,2,14.9
Wisconsin,2001,3,28
Wisconsin,2001,4,46.8
Wisconsin,2001,5,57
Wisconsin,2001,6,64.4
Wisconsin,2001,7,70
Wisconsin,2001,8,69.7
Wisconsin,2001,9,57.3
Wisconsin,2001,10,46.1
Wisconsin,2001,11,43.2
Wisconsin,2001,12,27.5
Wisconsin,2002,1,24
Wisconsin,2002,2,26.7
Wisconsin,2002,3,24.8
Wisconsin,2002,4,42.9
Wisconsin,2002,5,50.8
Wisconsin,2002,6,66.4
Wisconsin,2002,7,72.7
Wisconsin,2002,8,67.4
Wisconsin,2002,9,61.6
Wisconsin,2002,10,42.1
Wisconsin,2002,11,31.4
Wisconsin,2002,12,24.2
Wisconsin,2003,1,13.7
Wisconsin,2003,2,13.7
Wisconsin,2003,3,29.1
Wisconsin,2003,4,42.6
Wisconsin,2003,5,53.8
Wisconsin,2003,6,63.1
Wisconsin,2003,7,68.4
Wisconsin,2003,8,70.1
Wisconsin,2003,9,59.4
Wisconsin,2003,10,46.8
Wisconsin,2003,11,32.9
Wisconsin,2003,12,24.8
Wisconsin,2004,1,10.7
Wisconsin,2004,2,20.8
Wisconsin,2004,3,33.6
Wisconsin,2004,4,44.6
Wisconsin,2004,5,53.1
Wisconsin,2004,6,62
Wisconsin,2004,7,66.9
Wisconsin,2004,8,62.2
Wisconsin,2004,9,63.1
